SurveyStepResultKey                 , SurveyResultKey                     , ParticipantIdentifier, ParticipantID                       , StepIdentifier, StartDate                , EndDate
5c5b0217-edc5-4418-9c5f-bb509db8708c, f3d3e91f-fe8f-48ed-9ad7-b2e7961a0c62, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, Q2_BURDEN     , 2025-08-23T18:42:13-04:00, 2025-08-23T18:43:08-04:00
e8398f25-962e-4b59-8f3c-7d213ce96307, f3d3e91f-fe8f-48ed-9ad7-b2e7961a0c62, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, END           , 2025-08-23T18:43:08-04:00, 2025-08-23T18:44:18-04:00
4279cc03-61a1-477c-b417-32cc5533678a, f173ad22-65a8-48c5-9129-346aee5b6966, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, INTRO         , 2025-09-24T15:37:51-04:00, 2025-09-24T15:38:43-04:00
65a5af1a-0d06-4e52-b73f-7378a74ea5a4, f173ad22-65a8-48c5-9129-346aee5b6966, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, Q1_MOOD       , 2025-09-24T15:38:43-04:00, 2025-09-24T15:39:29-04:00
83039b63-6460-4093-bcc1-a7f0b4d99a4a, f173ad22-65a8-48c5-9129-346aee5b6966, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, Q2_BURDEN     , 2025-09-24T15:39:29-04:00, 2025-09-24T15:39:56-04:00
895e14d7-3686-41d0-ba3c-c4928896d650, f173ad22-65a8-48c5-9129-346aee5b6966, P0073                , 47e65a23-f73d-4e97-8d8e-a907ffe8774a, END           , 2025-09-24T15:39:56-04:00, 2025-09-24T15:40:13-04:00
0ea701ce-2a12-4c37-b187-b617efddf210, c9e9066c-dce0-4062-8b43-8c35494c3f0e, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, INTRO         , 2025-05-24T14:15:33-04:00, 2025-05-24T14:16:40-04:00
91c78a71-d2f0-4a3b-9870-6088a869e6c8, c9e9066c-dce0-4062-8b43-8c35494c3f0e, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q1_MOOD       , 2025-05-24T14:16:40-04:00, 2025-05-24T14:16:51-04:00
b8cbb04a-532d-4328-93ac-be2dddca58d7, c9e9066c-dce0-4062-8b43-8c35494c3f0e, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q2_BURDEN     , 2025-05-24T14:16:51-04:00, 2025-05-24T14:17:22-04:00
0017a52d-1442-401c-b3ac-24b8970f1817, c9e9066c-dce0-4062-8b43-8c35494c3f0e, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, END           , 2025-05-24T14:17:22-04:00, 2025-05-24T14:18:05-04:00
420f5860-da52-46ee-8a61-0dd07877a3c8, 82c7c185-449b-4512-8a71-20b2f409a1f8, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, INTRO         , 2025-05-31T13:47:33-04:00, 2025-05-31T13:47:54-04:00
6a06ab03-7826-4e2a-b21c-bbd1229a5c90, 82c7c185-449b-4512-8a71-20b2f409a1f8, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q1_MOOD       , 2025-05-31T13:47:54-04:00, 2025-05-31T13:48:56-04:00
771832a6-5e0c-47ea-82b3-e5742368504b, 82c7c185-449b-4512-8a71-20b2f409a1f8, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q2_BURDEN     , 2025-05-31T13:48:56-04:00, 2025-05-31T13:49:34-04:00
62b512c0-b82a-4a67-974c-5a6cf686b11d, 82c7c185-449b-4512-8a71-20b2f409a1f8, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, END           , 2025-05-31T13:49:34-04:00, 2025-05-31T13:50:14-04:00
669b4991-0b32-4f05-a6b0-09240562e16b, 025da2ec-e013-4ddf-b2ba-46557de56e07, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, INTRO         , 2025-08-25T11:56:33-04:00, 2025-08-25T11:57:02-04:00
493c78d0-a21b-4159-ac69-4333aadf5c45, 025da2ec-e013-4ddf-b2ba-46557de56e07, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q1_MOOD       , 2025-08-25T11:57:02-04:00, 2025-08-25T11:57:13-04:00
ded6b245-8f10-4f49-af90-ba4984131e76, 025da2ec-e013-4ddf-b2ba-46557de56e07, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q2_BURDEN     , 2025-08-25T11:57:13-04:00, 2025-08-25T11:57:49-04:00
6268d0b0-2e6c-40b4-b690-d8e6d010ea89, 025da2ec-e013-4ddf-b2ba-46557de56e07, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, END           , 2025-08-25T11:57:49-04:00, 2025-08-25T11:58:30-04:00
cd7e0510-ddcb-4342-8450-4c5476112908, 943d6315-544f-499c-88a8-ada9909f4594, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, INTRO         , 2025-10-02T19:04:33-04:00, 2025-10-02T19:04:55-04:00
6d4c813e-e47f-4ec4-a3e7-8570bab06a73, 943d6315-544f-499c-88a8-ada9909f4594, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q1_MOOD       , 2025-10-02T19:04:55-04:00, 2025-10-02T19:05:18-04:00
387b3460-ad85-42ae-a0f8-19fc6c92de4a, 943d6315-544f-499c-88a8-ada9909f4594, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, Q2_BURDEN     , 2025-10-02T19:05:18-04:00, 2025-10-02T19:06:27-04:00
6a27d16b-52b0-431d-a16e-190309411c39, 943d6315-544f-499c-88a8-ada9909f4594, P0074                , 7cea1968-ad5a-41f5-b264-ad2d6f5b1148, END           , 2025-10-02T19:06:27-04:00, 2025-10-02T19:07:19-04:00
ae25dfc8-0666-46f1-a066-ffc8b5073ffd, 38e66245-b9f1-4644-9d94-95b5b42d0a7f, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, INTRO         , 2025-07-03T04:10:26-04:00, 2025-07-03T04:11:24-04:00
31f43be0-f9b0-4783-ba46-12a4f6fa469c, 38e66245-b9f1-4644-9d94-95b5b42d0a7f, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q1_MOOD       , 2025-07-03T04:11:24-04:00, 2025-07-03T04:11:36-04:00
11dc4336-9c20-4ff7-be2d-e8bfb24dadf4, 38e66245-b9f1-4644-9d94-95b5b42d0a7f, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q2_BURDEN     , 2025-07-03T04:11:36-04:00, 2025-07-03T04:12:51-04:00
7e16ef2b-e361-448b-bb8a-ff1fbeae0fea, 38e66245-b9f1-4644-9d94-95b5b42d0a7f, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, END           , 2025-07-03T04:12:51-04:00, 2025-07-03T04:13:57-04:00
68baae57-23ce-4f94-b94d-1e8a582f0d0e, e6ccb4f2-e0d9-4618-903c-9ea7f7488acd, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, INTRO         , 2025-07-30T22:51:26-04:00, 2025-07-30T22:51:38-04:00
4a218d2e-7eba-4dac-afa4-28c9112c0786, e6ccb4f2-e0d9-4618-903c-9ea7f7488acd, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q1_MOOD       , 2025-07-30T22:51:38-04:00, 2025-07-30T22:52:24-04:00
4d2cf990-d6b6-4f18-b1e3-f6723e7b1821, e6ccb4f2-e0d9-4618-903c-9ea7f7488acd, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q2_BURDEN     , 2025-07-30T22:52:24-04:00, 2025-07-30T22:53:37-04:00
7b7ca37b-0b2f-4d19-aa1a-765735afaa96, e6ccb4f2-e0d9-4618-903c-9ea7f7488acd, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, END           , 2025-07-30T22:53:37-04:00, 2025-07-30T22:54:34-04:00
f695f9cb-25ae-48e3-8135-dee0adda38c3, ea5bb303-a211-481e-bb25-b2c73a69fea8, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, INTRO         , 2025-09-29T10:49:26-04:00, 2025-09-29T10:50:34-04:00
3e374247-527f-427e-8d7d-607c0e2a902d, ea5bb303-a211-481e-bb25-b2c73a69fea8, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q1_MOOD       , 2025-09-29T10:50:34-04:00, 2025-09-29T10:51:46-04:00
4b705261-b053-4014-ba36-1f251c889c35, ea5bb303-a211-481e-bb25-b2c73a69fea8, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, Q2_BURDEN     , 2025-09-29T10:51:46-04:00, 2025-09-29T10:52:59-04:00
a47ba914-9865-4a7e-8a93-8c6109ff4538, ea5bb303-a211-481e-bb25-b2c73a69fea8, P0075                , d43e988a-134e-429d-8dac-b952a76f2007, END           , 2025-09-29T10:52:59-04:00, 2025-09-29T10:53:22-04:00
93052084-8889-4e7c-bb30-c8c08dea9fad, 948d701a-bed1-46b2-9ae0-229a0ee3fff5, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, INTRO         , 2025-06-18T00:27:08-04:00, 2025-06-18T00:27:38-04:00
3e41effb-5d5a-4bb4-a661-ca446c8dad9e, 948d701a-bed1-46b2-9ae0-229a0ee3fff5, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q1_MOOD       , 2025-06-18T00:27:38-04:00, 2025-06-18T00:28:03-04:00
d14aaaf2-a6ff-451a-9247-864b7f327959, 948d701a-bed1-46b2-9ae0-229a0ee3fff5, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q2_BURDEN     , 2025-06-18T00:28:03-04:00, 2025-06-18T00:28:17-04:00
bb5b7d27-f7cb-4723-bff9-ba8be44794a8, 948d701a-bed1-46b2-9ae0-229a0ee3fff5, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, END           , 2025-06-18T00:28:17-04:00, 2025-06-18T00:29:31-04:00
669fa5c1-3b65-4cca-ae80-462daf88327e, c6250f52-aedf-4a8d-8fb6-a3e6c5c4d717, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, INTRO         , 2025-06-23T07:08:08-04:00, 2025-06-23T07:08:51-04:00
8cd372ed-9143-4c75-a772-8ba1ff1f7198, c6250f52-aedf-4a8d-8fb6-a3e6c5c4d717, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q1_MOOD       , 2025-06-23T07:08:51-04:00, 2025-06-23T07:10:03-04:00
78975353-5e5c-4e50-a5bb-2b23206cce6c, c6250f52-aedf-4a8d-8fb6-a3e6c5c4d717, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q2_BURDEN     , 2025-06-23T07:10:03-04:00, 2025-06-23T07:11:11-04:00
b9e14218-f146-47e4-b43b-7d737404e04a, c6250f52-aedf-4a8d-8fb6-a3e6c5c4d717, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, END           , 2025-06-23T07:11:11-04:00, 2025-06-23T07:11:36-04:00
f0180fb7-f2c1-49f1-af9b-146b8258730e, eb5058fc-e8cc-4b19-9638-c38013f6d27d, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, INTRO         , 2025-07-19T02:50:08-04:00, 2025-07-19T02:50:16-04:00
57a39849-f96c-4c87-9cd9-fdf28d8fbf78, eb5058fc-e8cc-4b19-9638-c38013f6d27d, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q1_MOOD       , 2025-07-19T02:50:16-04:00, 2025-07-19T02:50:46-04:00
9610a277-7fef-41cc-9a12-42e191d3666d, eb5058fc-e8cc-4b19-9638-c38013f6d27d, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q2_BURDEN     , 2025-07-19T02:50:46-04:00, 2025-07-19T02:50:54-04:00
410afc62-ccff-4d6c-862e-5a6690d088e3, eb5058fc-e8cc-4b19-9638-c38013f6d27d, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, END           , 2025-07-19T02:50:54-04:00, 2025-07-19T02:52:07-04:00
ed3c556a-f21f-40da-998a-0ac327841820, 12ea45ff-78c2-4bb9-b348-8c6f80b3aa35, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, INTRO         , 2025-09-14T03:42:08-04:00, 2025-09-14T03:42:57-04:00
78383777-02b9-463c-b275-212eb9c3d83f, 12ea45ff-78c2-4bb9-b348-8c6f80b3aa35, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q1_MOOD       , 2025-09-14T03:42:57-04:00, 2025-09-14T03:43:17-04:00
1758b86e-cd24-472d-9b7b-44021b892c4d, 12ea45ff-78c2-4bb9-b348-8c6f80b3aa35, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q2_BURDEN     , 2025-09-14T03:43:17-04:00, 2025-09-14T03:43:41-04:00
5f18b0fc-139e-4115-86ea-9cb463e4909d, 12ea45ff-78c2-4bb9-b348-8c6f80b3aa35, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, END           , 2025-09-14T03:43:41-04:00, 2025-09-14T03:44:35-04:00
1429ed8d-fc9c-4f3e-aaf8-e3ab769673d3, b9012938-d865-4c00-a1bf-827ec21c9e8f, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, INTRO         , 2025-11-18T17:18:08-05:00, 2025-11-18T17:19:13-05:00
c2e7081a-2b50-4a18-a0f3-c99246b76308, b9012938-d865-4c00-a1bf-827ec21c9e8f, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q1_MOOD       , 2025-11-18T17:19:13-05:00, 2025-11-18T17:19:31-05:00
36e5dec0-232e-4c62-b0f5-a2b90dc4f9e3, b9012938-d865-4c00-a1bf-827ec21c9e8f, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, Q2_BURDEN     , 2025-11-18T17:19:31-05:00, 2025-11-18T17:20:14-05:00
7ba1c54b-fb53-485e-a246-21cbaa291f95, b9012938-d865-4c00-a1bf-827ec21c9e8f, P0076                , 54e2e4d7-4ad3-4a5e-a7ab-ca3461e61e40, END           , 2025-11-18T17:20:14-05:00, 2025-11-18T17:20:23-05:00
1adb51f0-82f5-4d5a-abd5-78f0239245a3, ef746696-932d-42bb-b4e9-c472deb7dab2, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, INTRO         , 2025-02-10T03:33:16-05:00, 2025-02-10T03:34:28-05:00
cc0dc6df-f51c-4bb1-bc6d-4d57f304081e, ef746696-932d-42bb-b4e9-c472deb7dab2, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q1_MOOD       , 2025-02-10T03:34:28-05:00, 2025-02-10T03:35:18-05:00
de8d3a1a-6e6e-4cfe-bc99-a57120060387, ef746696-932d-42bb-b4e9-c472deb7dab2, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q2_BURDEN     , 2025-02-10T03:35:18-05:00, 2025-02-10T03:36:27-05:00
cb4c35f2-900b-4b7b-8b9e-51f0e6489dc9, ef746696-932d-42bb-b4e9-c472deb7dab2, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, END           , 2025-02-10T03:36:27-05:00, 2025-02-10T03:36:35-05:00
c6c769a8-01c8-439e-beda-d61ec0aeb31d, 5866071d-a2c9-42f0-bbf4-0199558f61af, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, INTRO         , 2025-02-17T00:50:16-05:00, 2025-02-17T00:50:56-05:00
5c026c61-7497-4285-b80f-658c82c3969c, 5866071d-a2c9-42f0-bbf4-0199558f61af, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q1_MOOD       , 2025-02-17T00:50:56-05:00, 2025-02-17T00:51:31-05:00
427f1f40-e9a6-4ba1-81bf-8223c2b1b48a, 5866071d-a2c9-42f0-bbf4-0199558f61af, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q2_BURDEN     , 2025-02-17T00:51:31-05:00, 2025-02-17T00:51:55-05:00
7aca600a-400d-4a75-b495-992e3512d782, 5866071d-a2c9-42f0-bbf4-0199558f61af, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, END           , 2025-02-17T00:51:55-05:00, 2025-02-17T00:52:35-05:00
8d151012-426d-4766-93b4-4f2f5c9a0330, d63a9af2-b0bc-43e2-bb10-ec513ce941fd, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, INTRO         , 2025-03-11T00:13:16-04:00, 2025-03-11T00:13:55-04:00
7731da8d-fb9c-4e48-a638-01d9577f6be5, d63a9af2-b0bc-43e2-bb10-ec513ce941fd, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q1_MOOD       , 2025-03-11T00:13:55-04:00, 2025-03-11T00:14:16-04:00
2e3cefce-28ab-4134-9636-763566c02d58, d63a9af2-b0bc-43e2-bb10-ec513ce941fd, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q2_BURDEN     , 2025-03-11T00:14:16-04:00, 2025-03-11T00:15:14-04:00
5c092921-e782-4f18-b417-fa0fbc5c46a2, d63a9af2-b0bc-43e2-bb10-ec513ce941fd, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, END           , 2025-03-11T00:15:14-04:00, 2025-03-11T00:15:37-04:00
202399ff-1d3b-457a-883f-eac9edcc3358, e78bd617-797f-4d4d-ae6a-6717b96c4270, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, INTRO         , 2025-05-08T03:07:16-04:00, 2025-05-08T03:07:46-04:00
cb78c85d-95f6-4747-af71-820a5cc30026, e78bd617-797f-4d4d-ae6a-6717b96c4270, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q1_MOOD       , 2025-05-08T03:07:46-04:00, 2025-05-08T03:08:37-04:00
69dec920-30a0-48e3-9a27-ad9ae0a9a017, e78bd617-797f-4d4d-ae6a-6717b96c4270, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q2_BURDEN     , 2025-05-08T03:08:37-04:00, 2025-05-08T03:09:38-04:00
01c0888d-bcc5-49ac-a612-3b913103e78c, e78bd617-797f-4d4d-ae6a-6717b96c4270, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, END           , 2025-05-08T03:09:38-04:00, 2025-05-08T03:09:48-04:00
eba91f26-3cfd-4ab9-b20e-7a5be6b41a73, a403d4f0-0d28-4264-9e8b-8b04b70bb676, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, INTRO         , 2025-07-23T18:31:16-04:00, 2025-07-23T18:31:57-04:00
757dc9eb-fbca-46c1-a3d9-615fa02afe72, a403d4f0-0d28-4264-9e8b-8b04b70bb676, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q1_MOOD       , 2025-07-23T18:31:57-04:00, 2025-07-23T18:32:17-04:00
ce78ee51-347e-49a2-9ee8-0f4a77fedb13, a403d4f0-0d28-4264-9e8b-8b04b70bb676, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, Q2_BURDEN     , 2025-07-23T18:32:17-04:00, 2025-07-23T18:32:48-04:00
0c1fa0b5-9a20-44ff-b226-a6181bb870ea, a403d4f0-0d28-4264-9e8b-8b04b70bb676, P0077                , 3012e4a2-76da-4dce-a759-f4a444f25d36, END           , 2025-07-23T18:32:48-04:00, 2025-07-23T18:33:22-04:00
b3f32d9c-7989-49ca-9d5e-dc001af4864a, ee37a6ac-0295-40f4-92da-377465db4934, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, INTRO         , 2025-06-05T19:44:12-04:00, 2025-06-05T19:44:55-04:00
f137c8a4-ac44-465a-acaf-3c5de49b0043, ee37a6ac-0295-40f4-92da-377465db4934, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q1_MOOD       , 2025-06-05T19:44:55-04:00, 2025-06-05T19:45:14-04:00
7c981d8e-8241-4103-b72d-e40c2f08616b, ee37a6ac-0295-40f4-92da-377465db4934, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q2_BURDEN     , 2025-06-05T19:45:14-04:00, 2025-06-05T19:45:35-04:00
de0ee758-8123-4ba1-99b6-f88db3677b65, ee37a6ac-0295-40f4-92da-377465db4934, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, END           , 2025-06-05T19:45:35-04:00, 2025-06-05T19:46:18-04:00
55b841d3-98eb-4837-9f9e-7e0ee4b310e3, 53176980-d211-4c99-9723-e36736d51a5f, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, INTRO         , 2025-06-14T13:59:12-04:00, 2025-06-14T13:59:33-04:00
8045fa27-2868-408a-8c3f-f75cf6aa7063, 53176980-d211-4c99-9723-e36736d51a5f, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q1_MOOD       , 2025-06-14T13:59:33-04:00, 2025-06-14T14:00:05-04:00
f754f721-536d-4d90-b03c-202f1568e986, 53176980-d211-4c99-9723-e36736d51a5f, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q2_BURDEN     , 2025-06-14T14:00:05-04:00, 2025-06-14T14:00:18-04:00
749f0a7c-4fa6-4039-b34b-9b82ccfeaca2, 53176980-d211-4c99-9723-e36736d51a5f, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, END           , 2025-06-14T14:00:18-04:00, 2025-06-14T14:01:09-04:00
6f5072fd-0436-424b-a868-e2acd298a68f, 330c36ae-f2f2-4ec6-9d36-e325c8416e25, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, INTRO         , 2025-07-09T18:58:12-04:00, 2025-07-09T18:59:08-04:00
e6a2f036-31ea-4c4a-8ba6-4470b355a3e1, 330c36ae-f2f2-4ec6-9d36-e325c8416e25, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q1_MOOD       , 2025-07-09T18:59:08-04:00, 2025-07-09T19:00:11-04:00
5018af5c-4434-46c0-86de-5cff72c8b2e3, 330c36ae-f2f2-4ec6-9d36-e325c8416e25, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q2_BURDEN     , 2025-07-09T19:00:11-04:00, 2025-07-09T19:01:07-04:00
81fa7fec-e99f-480f-9e1f-70c5fea74846, 330c36ae-f2f2-4ec6-9d36-e325c8416e25, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, END           , 2025-07-09T19:01:07-04:00, 2025-07-09T19:02:19-04:00
b8e94fef-d9d5-4009-b15e-aa3ae5dfdcfb, 95e46882-7bc6-4f5c-86cd-09c683b7de66, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, INTRO         , 2025-09-04T18:09:12-04:00, 2025-09-04T18:10:27-04:00
b4946bd7-ac51-406d-a564-ba4e00a296fd, 95e46882-7bc6-4f5c-86cd-09c683b7de66, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q1_MOOD       , 2025-09-04T18:10:27-04:00, 2025-09-04T18:10:49-04:00
6cefb19f-0902-4ce8-99d0-0eebfdd19b1c, 95e46882-7bc6-4f5c-86cd-09c683b7de66, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q2_BURDEN     , 2025-09-04T18:10:49-04:00, 2025-09-04T18:11:46-04:00
cd7e1442-0533-4570-b3ad-6cc2c5409315, 95e46882-7bc6-4f5c-86cd-09c683b7de66, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, END           , 2025-09-04T18:11:46-04:00, 2025-09-04T18:12:27-04:00
3b7b4532-c187-4845-b23a-f2eca5653d2f, acf3170d-af74-42db-bb6c-384d92fefa90, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, INTRO         , 2025-10-12T10:45:12-04:00, 2025-10-12T10:46:18-04:00
b68dc6a7-3dc4-450e-9c3c-e7a7b433cbde, acf3170d-af74-42db-bb6c-384d92fefa90, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q1_MOOD       , 2025-10-12T10:46:18-04:00, 2025-10-12T10:47:04-04:00
8565526b-42fe-40a3-989f-5b987333167d, acf3170d-af74-42db-bb6c-384d92fefa90, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, Q2_BURDEN     , 2025-10-12T10:47:04-04:00, 2025-10-12T10:47:21-04:00
c50f8010-c20c-4480-80f2-917102053d3e, acf3170d-af74-42db-bb6c-384d92fefa90, P0078                , 46f303b3-ceb4-4984-a9f2-58c4e041bffa, END           , 2025-10-12T10:47:21-04:00, 2025-10-12T10:47:36-04:00
03f6ba4d-b3bc-4890-8366-50c99ee60d8a, 1d3f9965-ad02-4932-b718-1b70a646b0ff, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, INTRO         , 2025-12-17T11:17:49-05:00, 2025-12-17T11:18:06-05:00
eb3aba79-e090-4cec-b560-5e2d44863a55, 1d3f9965-ad02-4932-b718-1b70a646b0ff, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q1_MOOD       , 2025-12-17T11:18:06-05:00, 2025-12-17T11:18:30-05:00
4b5e2d34-fc8d-4cdd-a0c9-b739ae9f31e8, 1d3f9965-ad02-4932-b718-1b70a646b0ff, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q2_BURDEN     , 2025-12-17T11:18:30-05:00, 2025-12-17T11:19:40-05:00
4b7e11d9-c63c-4e4b-bf72-d44f4d81468b, 1d3f9965-ad02-4932-b718-1b70a646b0ff, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, END           , 2025-12-17T11:19:40-05:00, 2025-12-17T11:20:54-05:00
cb53a818-14c6-4de5-b313-ae576402eff8, 95588120-67b4-47b7-bb63-6b07bf4b0627, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, INTRO         , 2025-12-24T03:52:49-05:00, 2025-12-24T03:53:10-05:00
2b48ca6e-6dd1-4808-9601-e19f681475c3, 95588120-67b4-47b7-bb63-6b07bf4b0627, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q1_MOOD       , 2025-12-24T03:53:10-05:00, 2025-12-24T03:53:36-05:00
038d4411-bb72-4b30-ae8c-4d7cf5b498e6, 95588120-67b4-47b7-bb63-6b07bf4b0627, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q2_BURDEN     , 2025-12-24T03:53:36-05:00, 2025-12-24T03:54:40-05:00
de998e23-44c6-4538-b606-91cb43f27443, 95588120-67b4-47b7-bb63-6b07bf4b0627, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, END           , 2025-12-24T03:54:40-05:00, 2025-12-24T03:54:52-05:00
51e3497e-e78a-4bfa-bde9-2e7867cc014e, 3a1df6d8-7697-4e7d-b68b-77379b296f1c, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, INTRO         , 2026-01-15T13:05:49-05:00, 2026-01-15T13:06:40-05:00
3e63cae4-ce3e-45b6-988b-fba2ddc248d2, 3a1df6d8-7697-4e7d-b68b-77379b296f1c, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q1_MOOD       , 2026-01-15T13:06:40-05:00, 2026-01-15T13:07:46-05:00
64a7478c-c40c-48b3-b8c1-20f7c7fb8ab9, 3a1df6d8-7697-4e7d-b68b-77379b296f1c, P0079                , 2eb3eee0-2092-4c32-9804-22801280160e, Q2_BURDEN     , 2026-01-15T13:07:46-05:00, 2026-01-15T13:08:34-05:00
